Date,Symbol,Open,High,Low,Close,Volume
2022-03-29,000660.KS,119500.0,120500.0,118500.0,120000.0,3375247
2022-03-30,000660.KS,123000.0,123000.0,120500.0,121000.0,3436282
2022-03-31,000660.KS,119500.0,120000.0,117500.0,118000.0,4558063
2022-04-01,000660.KS,117000.0,117500.0,116000.0,116000.0,3851558
2022-04-04,000660.KS,115000.0,117500.0,114500.0,117000.0,2470792
2022-04-05,000660.KS,117500.0,118000.0,116000.0,116500.0,2101474
2022-04-06,000660.KS,114500.0,115500.0,113000.0,113000.0,4541938
2022-04-07,000660.KS,111500.0,114500.0,110500.0,113500.0,5027865
2022-04-08,000660.KS,113000.0,114000.0,110500.0,112000.0,4268316
2022-04-11,000660.KS,111000.0,113000.0,110500.0,111500.0,2390786
2022-04-12,000660.KS,110500.0,113000.0,110500.0,111000.0,2738163
2022-04-13,000660.KS,112000.0,113000.0,111000.0,113000.0,2484490
2022-04-14,000660.KS,113000.0,113000.0,110000.0,110000.0,4715700
2022-04-15,000660.KS,108000.0,108500.0,107000.0,108000.0,3694012
2022-04-18,000660.KS,107000.0,109500.0,106500.0,109000.0,2670439
2022-04-19,000660.KS,110000.0,112500.0,109500.0,112500.0,3021192
2022-04-20,000660.KS,112500.0,113000.0,111000.0,112500.0,2905007
2022-04-21,000660.KS,112500.0,115000.0,112500.0,113000.0,3199858
2022-04-22,000660.KS,110500.0,112000.0,110500.0,110500.0,2360834
2022-04-25,000660.KS,109000.0,109500.0,108000.0,108000.0,2282343
2022-04-26,000660.KS,109500.0,111000.0,108000.0,111000.0,2969516
2022-04-27,000660.KS,108000.0,109500.0,107500.0,108500.0,3261290
2022-04-28,000660.KS,109500.0,110000.0,108000.0,109500.0,2804966
2022-04-29,000660.KS,110000.0,112500.0,109500.0,112500.0,3752415
2022-05-02,000660.KS,110000.0,111500.0,110000.0,110500.0,2175384
2022-05-03,000660.KS,111000.0,112000.0,109500.0,110000.0,2676115
2022-05-04,000660.KS,110500.0,111000.0,108500.0,109500.0,2491890
2022-05-06,000660.KS,108000.0,108500.0,106500.0,107500.0,2566813
2022-05-10,000660.KS,107000.0,111000.0,107000.0,110000.0,4141923
2022-05-11,000660.KS,110500.0,112500.0,108000.0,110500.0,3658168
2022-05-12,000660.KS,109500.0,111500.0,108500.0,109000.0,4132948
2022-05-13,000660.KS,109000.0,112500.0,109000.0,112500.0,4003349
2022-05-16,000660.KS,113500.0,114000.0,110000.0,110500.0,3930044
2022-05-17,000660.KS,111000.0,113000.0,110500.0,112500.0,2056143
2022-05-18,000660.KS,114000.0,115000.0,113000.0,113500.0,3570113
2022-05-19,000660.KS,110500.0,112500.0,110000.0,111000.0,3680049
2022-05-20,000660.KS,111500.0,113000.0,111000.0,112500.0,2398978
2022-05-23,000660.KS,113000.0,113500.0,111000.0,113000.0,3160028
2022-05-24,000660.KS,111500.0,112000.0,108500.0,108500.0,4491835
2022-05-25,000660.KS,109500.0,110000.0,107000.0,108000.0,4151560
2022-05-26,000660.KS,107500.0,108500.0,101500.0,103000.0,8523001
2022-05-27,000660.KS,105500.0,107000.0,105000.0,106000.0,3686487
2022-05-30,000660.KS,108000.0,108000.0,106000.0,107000.0,2054526
2022-05-31,000660.KS,106500.0,108000.0,105500.0,108000.0,4024509
2022-06-02,000660.KS,106000.0,107500.0,106000.0,107000.0,3097583
2022-06-03,000660.KS,108000.0,108500.0,107000.0,107000.0,1638006
2022-06-07,000660.KS,105500.0,106000.0,103500.0,104000.0,3174521
2022-06-08,000660.KS,104500.0,107500.0,104500.0,106000.0,3075530
2022-06-09,000660.KS,105500.0,107000.0,104500.0,105500.0,4640744
2022-06-10,000660.KS,104000.0,104500.0,102500.0,103500.0,3480289
2022-06-13,000660.KS,100000.0,101000.0,99000.0,99000.0,4133447
2022-06-14,000660.KS,96900.0,99600.0,96800.0,99100.0,3242550
2022-06-15,000660.KS,98500.0,98900.0,96700.0,97900.0,2578500
2022-06-16,000660.KS,99900.0,101500.0,97100.0,97400.0,3810703
2022-06-17,000660.KS,95100.0,96400.0,95000.0,96400.0,3965464
2022-06-20,000660.KS,96700.0,96800.0,93100.0,94500.0,2386222
2022-06-21,000660.KS,94700.0,95900.0,93900.0,95200.0,2707302
2022-06-22,000660.KS,95700.0,95700.0,91700.0,92200.0,3509830
2022-06-23,000660.KS,92100.0,93000.0,89700.0,90200.0,3983116
2022-06-24,000660.KS,90500.0,92000.0,90500.0,91600.0,3045970
2022-06-27,000660.KS,92700.0,96100.0,92600.0,95000.0,3408749
2022-06-28,000660.KS,94500.0,95300.0,93700.0,95300.0,2022966
2022-06-29,000660.KS,93300.0,94900.0,92900.0,94000.0,2529973
2022-06-30,000660.KS,91500.0,93100.0,91000.0,91000.0,3098854
2022-07-01,000660.KS,91000.0,92500.0,87100.0,87500.0,4959176
2022-07-04,000660.KS,87500.0,89600.0,86300.0,89100.0,4331728
2022-07-05,000660.KS,90400.0,93400.0,90400.0,92500.0,3560085
2022-07-06,000660.KS,92800.0,93600.0,90900.0,92100.0,3981326
2022-07-07,000660.KS,91300.0,95200.0,91300.0,93900.0,3330794
2022-07-08,000660.KS,95900.0,96500.0,94500.0,94800.0,2814478
2022-07-11,000660.KS,95000.0,95700.0,93500.0,93700.0,1885425
2022-07-12,000660.KS,94000.0,94000.0,91700.0,93300.0,2385688
2022-07-13,000660.KS,94600.0,96400.0,93800.0,94000.0,2721816
2022-07-14,000660.KS,92800.0,95500.0,92300.0,94000.0,2550307
2022-07-15,000660.KS,95900.0,99000.0,95500.0,98700.0,4457208
2022-07-18,000660.KS,101000.0,103500.0,100000.0,101000.0,4564780
2022-07-19,000660.KS,100000.0,100500.0,98700.0,100000.0,2709084
2022-07-20,000660.KS,103000.0,104500.0,101000.0,102000.0,3981053
2022-07-21,000660.KS,102000.0,103000.0,100500.0,102500.0,2143984
2022-07-22,000660.KS,102500.0,102500.0,100000.0,100000.0,3126556
2022-07-25,000660.KS,99100.0,101500.0,98900.0,100000.0,2185108
2022-07-26,000660.KS,100500.0,101000.0,99100.0,100500.0,1636970
2022-07-27,000660.KS,101000.0,101500.0,98600.0,100000.0,3159499
2022-07-28,000660.KS,101000.0,101500.0,98900.0,99400.0,3359717
2022-07-29,000660.KS,99900.0,100000.0,97400.0,97900.0,3899079
2022-08-01,000660.KS,97200.0,98100.0,96500.0,97100.0,2007646
2022-08-02,000660.KS,97200.0,97200.0,96200.0,96500.0,1916851
2022-08-03,000660.KS,96900.0,97500.0,96100.0,97500.0,1703330
2022-08-04,000660.KS,98000.0,98100.0,97100.0,97500.0,1960526
2022-08-05,000660.KS,98100.0,98700.0,97400.0,98500.0,2052852
2022-08-08,000660.KS,97700.0,97700.0,95800.0,96300.0,3206548
2022-08-09,000660.KS,96000.0,96100.0,94500.0,95100.0,3152955
2022-08-10,000660.KS,91800.0,93000.0,91800.0,91800.0,4356568
2022-08-11,000660.KS,93500.0,94400.0,92600.0,93300.0,5206962
2022-08-12,000660.KS,92800.0,94400.0,92600.0,93300.0,1910127
2022-08-16,000660.KS,94500.0,97600.0,94400.0,96700.0,4267280
2022-08-17,000660.KS,96800.0,97600.0,95900.0,97100.0,1764674
2022-08-18,000660.KS,95900.0,96400.0,95300.0,95700.0,1889587
2022-08-19,000660.KS,97000.0,97500.0,95900.0,96400.0,1890839
2022-08-22,000660.KS,95200.0,95600.0,94000.0,95200.0,2293601
2022-08-23,000660.KS,94100.0,95400.0,93600.0,93600.0,1932822
2022-08-24,000660.KS,93900.0,94200.0,93000.0,93200.0,1447036
2022-08-25,000660.KS,93600.0,94100.0,92100.0,94100.0,2189458
2022-08-26,000660.KS,95400.0,96800.0,94700.0,95100.0,2301949
2022-08-29,000660.KS,92700.0,93300.0,92000.0,92500.0,2619260
2022-08-30,000660.KS,92700.0,93400.0,92400.0,93200.0,1595242
2022-08-31,000660.KS,92600.0,95500.0,92100.0,95200.0,2421669
2022-09-01,000660.KS,93900.0,93900.0,92300.0,92400.0,2337521
2022-09-02,000660.KS,92700.0,93300.0,91600.0,91700.0,2036818
2022-09-05,000660.KS,91800.0,92400.0,90400.0,91100.0,1706148
2022-09-06,000660.KS,91900.0,92900.0,91100.0,91800.0,1389821
2022-09-07,000660.KS,91100.0,91100.0,89900.0,90400.0,2053413
2022-09-08,000660.KS,90500.0,91000.0,90000.0,90400.0,2012123
2022-09-13,000660.KS,91700.0,95200.0,91700.0,94800.0,3288428
2022-09-14,000660.KS,91700.0,93400.0,91300.0,93000.0,2444928
2022-09-15,000660.KS,92900.0,93000.0,91500.0,92000.0,1755820
2022-09-16,000660.KS,90900.0,91400.0,90000.0,91200.0,2243179
2022-09-19,000660.KS,90800.0,91500.0,90000.0,90000.0,2078633
2022-09-20,000660.KS,89000.0,90600.0,87500.0,88000.0,4259789
2022-09-21,000660.KS,87500.0,88500.0,86300.0,88000.0,2954420
2022-09-22,000660.KS,86300.0,86900.0,85900.0,86000.0,2204430
2022-09-23,000660.KS,85500.0,86600.0,83300.0,83500.0,3932242
2022-09-26,000660.KS,81500.0,83200.0,81500.0,82500.0,3281145
2022-09-27,000660.KS,82200.0,82700.0,80700.0,82000.0,2606333
2022-09-28,000660.KS,81900.0,83500.0,80500.0,81200.0,3068181
2022-09-29,000660.KS,82500.0,82900.0,80500.0,80800.0,2064798
2022-09-30,000660.KS,80900.0,83900.0,80400.0,83100.0,4711130
2022-10-04,000660.KS,85200.0,87200.0,85200.0,86200.0,4277404
2022-10-05,000660.KS,90000.0,90400.0,88100.0,89800.0,5927256
2022-10-06,000660.KS,90900.0,92000.0,89800.0,89900.0,3039698
2022-10-07,000660.KS,89600.0,91800.0,87800.0,91200.0,3100583
2022-10-11,000660.KS,89700.0,91200.0,88000.0,90200.0,3840842
2022-10-12,000660.KS,91000.0,94000.0,90900.0,94000.0,4648231
2022-10-13,000660.KS,93400.0,94900.0,92800.0,94900.0,4390570
2022-10-14,000660.KS,96000.0,96600.0,94300.0,95500.0,3516437
2022-10-17,000660.KS,94600.0,95300.0,94000.0,95200.0,2134558
2022-10-18,000660.KS,95900.0,96200.0,94600.0,95800.0,2618680
2022-10-19,000660.KS,94700.0,94900.0,92700.0,92900.0,3684934
2022-10-20,000660.KS,91000.0,91800.0,89000.0,90200.0,4547678
2022-10-21,000660.KS,89800.0,91400.0,89700.0,90500.0,2206754
2022-10-24,000660.KS,92200.0,93100.0,91200.0,91800.0,2165991
2022-10-25,000660.KS,91900.0,94800.0,91000.0,93500.0,2656194
2022-10-26,000660.KS,93300.0,95500.0,93200.0,93900.0,3310322
2022-10-27,000660.KS,95100.0,95100.0,89800.0,90000.0,4550273
2022-10-28,000660.KS,87100.0,87800.0,83000.0,83400.0,7748514
2022-10-31,000660.KS,84300.0,85400.0,82400.0,82700.0,6271574
2022-11-01,000660.KS,82700.0,83900.0,81400.0,83900.0,3820185
2022-11-02,000660.KS,84200.0,85500.0,83600.0,84500.0,2536363
2022-11-03,000660.KS,82600.0,83500.0,81900.0,82700.0,2901380
2022-11-04,000660.KS,82700.0,84600.0,81700.0,84500.0,3032985
2022-11-07,000660.KS,85400.0,86800.0,85000.0,86500.0,2765284
2022-11-08,000660.KS,87600.0,89000.0,87400.0,87700.0,2799575
2022-11-09,000660.KS,88100.0,89200.0,86600.0,89200.0,2619752
2022-11-10,000660.KS,89000.0,90800.0,88300.0,89100.0,3856811
2022-11-11,000660.KS,95200.0,95300.0,92500.0,93500.0,5002149
2022-11-14,000660.KS,93900.0,93900.0,90900.0,90900.0,2483441
2022-11-15,000660.KS,91300.0,92100.0,90400.0,91600.0,2460465
2022-11-16,000660.KS,92000.0,92400.0,90300.0,91500.0,2609199
2022-11-17,000660.KS,82400.0,88500.0,82000.0,87700.0,3703870
2022-11-18,000660.KS,88700.0,91500.0,88100.0,88400.0,2981192
2022-11-21,000660.KS,87600.0,87700.0,86100.0,86300.0,2111523
2022-11-22,000660.KS,85500.0,86600.0,84900.0,85200.0,1617131
2022-11-23,000660.KS,86100.0,86700.0,84900.0,85200.0,1480400
2022-11-24,000660.KS,86900.0,87200.0,85700.0,86900.0,2148255
2022-11-25,000660.KS,87200.0,87300.0,85100.0,85100.0,1439011
2022-11-28,000660.KS,84100.0,84200.0,82900.0,83100.0,2471506
2022-11-29,000660.KS,82700.0,83800.0,82100.0,83700.0,1501783
2022-11-30,000660.KS,83200.0,85400.0,83100.0,85000.0,3332708
2022-12-01,000660.KS,87300.0,87300.0,84600.0,84700.0,2878591
2022-12-02,000660.KS,83900.0,83900.0,81800.0,81900.0,4594058
2022-12-05,000660.KS,81900.0,82300.0,80700.0,81000.0,3516456
2022-12-06,000660.KS,79900.0,81100.0,79800.0,81000.0,2781352
2022-12-07,000660.KS,79900.0,80700.0,78700.0,78900.0,3589926
2022-12-08,000660.KS,78200.0,79800.0,78200.0,78800.0,3809847
2022-12-09,000660.KS,79400.0,81500.0,79300.0,81500.0,2985508
2022-12-12,000660.KS,80100.0,81300.0,79500.0,81100.0,1242007
2022-12-13,000660.KS,81300.0,82700.0,80500.0,82300.0,2761104
2022-12-14,000660.KS,82100.0,82600.0,81100.0,81800.0,2357491
2022-12-15,000660.KS,80600.0,81100.0,79900.0,80200.0,1713617
2022-12-16,000660.KS,77700.0,79400.0,77500.0,78400.0,3827227
2022-12-19,000660.KS,78300.0,80100.0,78300.0,79000.0,1813544
2022-12-20,000660.KS,78200.0,78900.0,77800.0,78300.0,1361926
2022-12-21,000660.KS,78500.0,79200.0,78000.0,78000.0,1513864
2022-12-22,000660.KS,78500.0,79300.0,77900.0,79200.0,2061883
2022-12-23,000660.KS,77800.0,78300.0,77300.0,77800.0,1554446
2022-12-26,000660.KS,77700.0,77700.0,76500.0,77000.0,1414717
2022-12-27,000660.KS,77500.0,77600.0,76500.0,77000.0,1694225
2022-12-28,000660.KS,76800.0,77000.0,75400.0,76000.0,1891221
2022-12-29,000660.KS,75200.0,75600.0,74700.0,75000.0,1736661
2023-01-02,000660.KS,75100.0,76700.0,75000.0,75700.0,1376985
2023-01-03,000660.KS,75600.0,76300.0,73100.0,75600.0,2719437
2023-01-04,000660.KS,75400.0,81900.0,75200.0,81000.0,5154609
2023-01-05,000660.KS,83300.0,83300.0,80800.0,81400.0,3510964
2023-01-06,000660.KS,81400.0,83600.0,81100.0,83100.0,3687430
2023-01-09,000660.KS,84900.0,86000.0,83500.0,86000.0,3948670
2023-01-10,000660.KS,85500.0,87200.0,85000.0,86500.0,3105311
2023-01-11,000660.KS,87800.0,88400.0,86500.0,87300.0,3083961
2023-01-12,000660.KS,88100.0,88100.0,85800.0,86800.0,3065582
2023-01-13,000660.KS,86800.0,87500.0,85400.0,85700.0,2058890
2023-01-16,000660.KS,86000.0,86500.0,84900.0,85800.0,1512876
2023-01-17,000660.KS,86400.0,87200.0,85700.0,86000.0,1586136
2023-01-18,000660.KS,86400.0,86500.0,84500.0,85100.0,1494262
2023-01-19,000660.KS,84000.0,85800.0,84000.0,85500.0,1674834
2023-01-20,000660.KS,86300.0,87800.0,86100.0,87600.0,2386074
2023-01-25,000660.KS,92000.0,92000.0,90600.0,91400.0,5019
2023-01-26,000660.KS,90800.0,92300.0,90100.0,91400.0,4542
2023-01-27,000660.KS,91300.0,92800.0,90300.0,91500.0,5083
2023-01-30,000660.KS,91300.0,91600.0,90000.0,90700.0,6289
2023-01-31,000660.KS,90800.0,90800.0,86800.0,88500.0,29971
2023-02-01,000660.KS,91200.0,91400.0,88500.0,91400.0,8975
2023-02-02,000660.KS,94900.0,94900.0,92700.0,91400.0,8254
2023-02-03,000660.KS,92400.0,93200.0,91300.0,92200.0,13644
2023-02-06,000660.KS,91400.0,92000.0,89100.0,89100.0,14291
2023-02-07,000660.KS,88800.0,91200.0,88800.0,90800.0,6885
2023-02-08,000660.KS,91700.0,95000.0,91600.0,94900.0,18320
2023-02-09,000660.KS,94800.0,94800.0,92600.0,94900.0,12117
2023-02-10,000660.KS,94300.0,94700.0,93100.0,93500.0,4669
2023-02-13,000660.KS,92000.0,92000.0,89900.0,90600.0,22453
2023-02-14,000660.KS,91800.0,93500.0,91600.0,93400.0,11361
2023-02-15,000660.KS,93800.0,94200.0,91200.0,91700.0,6599
2023-02-16,000660.KS,91900.0,93400.0,91600.0,92900.0,4182
2023-02-17,000660.KS,91400.0,92700.0,90900.0,92000.0,5053
2023-02-20,000660.KS,92700.0,93300.0,90700.0,92500.0,5083
2023-02-21,000660.KS,92500.0,92600.0,90900.0,91200.0,4942
2023-02-22,000660.KS,89900.0,90300.0,88500.0,89100.0,7566
2023-02-23,000660.KS,90000.0,93700.0,89600.0,92700.0,7805
2023-02-24,000660.KS,93500.0,94000.0,91000.0,91000.0,11917
2023-02-27,000660.KS,90100.0,90300.0,89100.0,90000.0,1893345
2023-02-28,000660.KS,91000.0,91000.0,88700.0,89400.0,2082486
2023-03-02,000660.KS,89400.0,90300.0,87500.0,88100.0,2744038
2023-03-03,000660.KS,88500.0,89200.0,87200.0,87300.0,2239958
2023-03-06,000660.KS,87900.0,89800.0,87500.0,89700.0,2374415
2023-03-07,000660.KS,89700.0,90000.0,88800.0,88900.0,1610948
2023-03-08,000660.KS,87700.0,87800.0,86400.0,86800.0,2790989
2023-03-09,000660.KS,87300.0,87800.0,85300.0,85600.0,3315016
2023-03-10,000660.KS,83800.0,84400.0,83100.0,83300.0,3559824
2023-03-13,000660.KS,83200.0,84700.0,82400.0,84300.0,2860341
2023-03-14,000660.KS,82600.0,83000.0,81100.0,81100.0,3359381
2023-03-15,000660.KS,81900.0,82300.0,78800.0,79100.0,5357314
2023-03-16,000660.KS,76700.0,80200.0,76700.0,79000.0,4804196
2023-03-17,000660.KS,81200.0,84800.0,81100.0,84000.0,6239588
2023-03-20,000660.KS,83800.0,85100.0,83000.0,83700.0,2223378
2023-03-21,000660.KS,84100.0,85100.0,82900.0,83600.0,1880231
2023-03-22,000660.KS,85200.0,87300.0,83800.0,86900.0,2667268
2023-03-23,000660.KS,85400.0,88500.0,85100.0,88500.0,3091673
2023-03-24,000660.KS,89100.0,90700.0,86700.0,87300.0,4670908
2023-03-27,000660.KS,87500.0,87800.0,84700.0,85500.0,3211190
2023-03-28,000660.KS,85300.0,88700.0,85200.0,88400.0,3180431
2023-03-29,000660.KS,87400.0,88700.0,86500.0,86900.0,3070422
2023-03-30,000660.KS,89900.0,90500.0,87700.0,88800.0,4264354
2023-03-31,000660.KS,89200.0,89500.0,87600.0,88600.0,2676327
2023-04-03,000660.KS,89700.0,89700.0,86600.0,87200.0,2502220
2023-04-04,000660.KS,85700.0,85900.0,83700.0,84500.0,16808036
2023-04-05,000660.KS,84300.0,85700.0,84100.0,84600.0,4380498
2023-04-06,000660.KS,83900.0,84700.0,82700.0,83800.0,5379170
2023-04-07,000660.KS,87900.0,89400.0,86000.0,89100.0,10867359
2023-04-10,000660.KS,88700.0,92500.0,88500.0,90700.0,5387514
2023-04-11,000660.KS,90700.0,92200.0,89900.0,91800.0,5001836
2023-04-12,000660.KS,91900.0,92000.0,89700.0,90300.0,4751001
2023-04-13,000660.KS,89500.0,90300.0,88200.0,88700.0,4907552
2023-04-14,000660.KS,90100.0,90300.0,88600.0,89300.0,2324722
2023-04-17,000660.KS,89000.0,89000.0,87700.0,88500.0,1877825
2023-04-18,000660.KS,89300.0,89300.0,87300.0,87600.0,1763334
2023-04-19,000660.KS,88000.0,88500.0,86600.0,88200.0,2024519
2023-04-20,000660.KS,86600.0,88400.0,86200.0,87700.0,1746001
2023-04-21,000660.KS,87700.0,89800.0,87200.0,89100.0,2624982
2023-04-24,000660.KS,88100.0,88800.0,87000.0,87200.0,2054455
2023-04-25,000660.KS,87500.0,87800.0,83700.0,85500.0,4096411
2023-04-26,000660.KS,86400.0,88700.0,86200.0,87400.0,3240654
2023-04-27,000660.KS,87900.0,89200.0,86000.0,88800.0,2980163
2023-04-28,000660.KS,90800.0,91400.0,88700.0,89500.0,3737493
2023-05-02,000660.KS,90900.0,90900.0,88900.0,90200.0,2427349
2023-05-03,000660.KS,89000.0,90300.0,88600.0,89800.0,1779615
2023-05-04,000660.KS,88900.0,89600.0,87500.0,88700.0,1794303
2023-05-08,000660.KS,89700.0,90000.0,87700.0,88700.0,2615242
2023-05-09,000660.KS,88400.0,88600.0,86700.0,87300.0,2297473
2023-05-10,000660.KS,87200.0,87700.0,86300.0,86900.0,2137658
2023-05-11,000660.KS,86900.0,87300.0,85000.0,86300.0,2806299
2023-05-12,000660.KS,86300.0,87600.0,86200.0,87200.0,2712372
2023-05-15,000660.KS,87000.0,87100.0,85500.0,86400.0,2357794
2023-05-16,000660.KS,89500.0,90700.0,88500.0,90400.0,5121364
2023-05-17,000660.KS,92000.0,92000.0,90300.0,91900.0,3340386
2023-05-18,000660.KS,92800.0,94000.0,92000.0,93600.0,3473641
2023-05-19,000660.KS,95000.0,97900.0,94900.0,97300.0,5062669
2023-05-22,000660.KS,97700.0,99400.0,97100.0,98200.0,4248401
2023-05-23,000660.KS,99000.0,99000.0,97000.0,97900.0,2472514
2023-05-24,000660.KS,97400.0,97800.0,96300.0,97700.0,2097933
2023-05-25,000660.KS,104300.0,104300.0,101100.0,103500.0,7431586
2023-05-26,000660.KS,107500.0,110500.0,106100.0,109200.0,10136706
2023-05-30,000660.KS,113200.0,113400.0,109500.0,110300.0,9058509
2023-05-31,000660.KS,110000.0,110900.0,108500.0,108600.0,8166685
2023-06-01,000660.KS,106000.0,110500.0,106000.0,110300.0,5553560
2023-06-02,000660.KS,111000.0,112700.0,109200.0,110300.0,3991904
2023-06-05,000660.KS,110100.0,110500.0,108500.0,108700.0,3316020
2023-06-07,000660.KS,108700.0,109300.0,108000.0,108000.0,3313460
2023-06-08,000660.KS,107000.0,109700.0,106700.0,109700.0,4355468
2023-06-09,000660.KS,110300.0,115600.0,108300.0,115400.0,7950947
2023-06-12,000660.KS,114400.0,115800.0,114000.0,114800.0,2637721
2023-06-13,000660.KS,117000.0,120100.0,117000.0,119500.0,6232477
2023-06-14,000660.KS,118800.0,119700.0,118100.0,118800.0,3240260
2023-06-15,000660.KS,120200.0,121100.0,118000.0,119000.0,3778592
2023-06-16,000660.KS,117300.0,119800.0,116300.0,118900.0,4303391
2023-06-19,000660.KS,118000.0,118500.0,113500.0,114800.0,4208396
2023-06-20,000660.KS,114000.0,117000.0,113200.0,116100.0,3319570
2023-06-21,000660.KS,116200.0,117500.0,114600.0,115100.0,2728146
2023-06-22,000660.KS,114200.0,115900.0,113400.0,114000.0,2612402
2023-06-23,000660.KS,114000.0,115200.0,112500.0,113600.0,2987472
2023-06-26,000660.KS,113100.0,113900.0,111200.0,113500.0,3350758
2023-06-27,000660.KS,114000.0,114000.0,110800.0,113000.0,3602087
2023-06-28,000660.KS,114200.0,115200.0,112800.0,114300.0,3178571
2023-06-29,000660.KS,115200.0,117400.0,114500.0,116200.0,4398301
2023-06-30,000660.KS,114600.0,115500.0,113200.0,115200.0,2674318
2023-07-03,000660.KS,115300.0,118900.0,115300.0,117600.0,3022009
2023-07-04,000660.KS,118200.0,118400.0,117200.0,117900.0,1988592
2023-07-05,000660.KS,118100.0,118200.0,116100.0,116700.0,2483034
2023-07-06,000660.KS,116000.0,116100.0,113100.0,113800.0,3465047
2023-07-07,000660.KS,112700.0,113000.0,111200.0,111800.0,2781723
2023-07-10,000660.KS,111800.0,112900.0,109700.0,110300.0,3163245
2023-07-11,000660.KS,111500.0,113400.0,111200.0,113400.0,2209391
2023-07-12,000660.KS,113200.0,115400.0,112800.0,115400.0,2228477
2023-07-13,000660.KS,115400.0,117000.0,113600.0,114100.0,3421492
2023-07-14,000660.KS,115500.0,120200.0,115300.0,118000.0,5817889
2023-07-17,000660.KS,116900.0,118700.0,116000.0,117200.0,2427281
